category,species,slug,taxon_id,observation_id,observation_uuid,photo_id,source_url,photo_license,photo_attribution,sha256,byte_size,width,height,provenance_source,origin_dataset,origin_csv_sha256,origin_row_number,origin_photo_id,origin_observation_uuid,origin_sha256,source_taxon_id,source_taxon_name,source_taxon_rank,image_source,candidate_source_url,enriched_source_url
out_of_scope_ant,Temnothorax unifasciatus,temnothorax-unifasciatus,347484,n/a_fresh_row,5259523f-1daa-4b58-83f0-f109a84d41ae,679938679,local_copy_verified:data/calibration_v1,cc-by,"(c) Oleksii Vasyliuk, some rights reserved (CC BY)",da1befdf4c2875bb7ebad4075885aa9705b4f3927202b46153ba418505404d25,64757,375,500,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,270,679938679,5259523f-1daa-4b58-83f0-f109a84d41ae,da1befdf4c2875bb7ebad4075885aa9705b4f3927202b46153ba418505404d25,347484,Temnothorax unifasciatus,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/679938679/square.jpg
out_of_scope_ant,Temnothorax interruptus,temnothorax-interruptus,347498,n/a_fresh_row,6618bc32-609c-41c2-8bbc-1019ad339446,679957247,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) Martin Vukušić, some rights reserved (CC BY-NC)",ff4dca1dc3b69a39d3f36559c31882bb48ffddf52e77eda2c9d48c1901db6830,161578,500,375,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,271,679957247,6618bc32-609c-41c2-8bbc-1019ad339446,ff4dca1dc3b69a39d3f36559c31882bb48ffddf52e77eda2c9d48c1901db6830,347498,Temnothorax interruptus,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/679957247/square.jpg
out_of_scope_ant,Tetramorium tsushimae,tetramorium-tsushimae,319451,n/a_fresh_row,6b2d59fc-16be-4009-a4a9-26b3fe759df1,679960600,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) Hyeonji Moon, some rights reserved (CC BY-NC)",7f32f2a398ac275cc5cdcd040abe429b21d07ca4b099e03f323535617291c8dd,154624,500,281,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,272,679960600,6b2d59fc-16be-4009-a4a9-26b3fe759df1,7f32f2a398ac275cc5cdcd040abe429b21d07ca4b099e03f323535617291c8dd,319451,Tetramorium tsushimae,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/679960600/square.jpg
out_of_scope_ant,Camponotus angusticollis,camponotus-angusticollis,490630,n/a_fresh_row,5bbd3621-987e-4371-a54d-59c28f6e72ba,679975856,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) Bijoy Venugopal, some rights reserved (CC BY-NC)",d569c0880ba87fd2285b66d0ef82dbc9d656e212b76cadf11660cbc6a90b33c4,99490,281,500,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,273,679975856,5bbd3621-987e-4371-a54d-59c28f6e72ba,d569c0880ba87fd2285b66d0ef82dbc9d656e212b76cadf11660cbc6a90b33c4,490630,Camponotus angusticollis,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/679975856/square.jpg
out_of_scope_ant,Camponotus piceus,camponotus-piceus,347442,n/a_fresh_row,7866b425-2b57-458e-96aa-7af4935e7305,679983288,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) hazerider, some rights reserved (CC BY-NC)",81ca199549b1681214fc75ef6de7b73fb20dfc813127a2f10fe4cb7d0301cbb1,66722,500,500,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,274,679983288,7866b425-2b57-458e-96aa-7af4935e7305,81ca199549b1681214fc75ef6de7b73fb20dfc813127a2f10fe4cb7d0301cbb1,347442,Camponotus piceus,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/679983288/square.jpg
out_of_scope_ant,Camponotus rufoglaucus,camponotus-rufoglaucus,428254,n/a_fresh_row,2a46194c-5369-415e-9260-1236a392d2ef,680061975,local_copy_verified:data/calibration_v1,cc-by,"(c) Aparna, some rights reserved (CC BY)",21ee240263fe0964c3953c009f47de5b3985d290cb8740a3e5a9cc8c268790a8,71962,500,389,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,277,680061975,2a46194c-5369-415e-9260-1236a392d2ef,21ee240263fe0964c3953c009f47de5b3985d290cb8740a3e5a9cc8c268790a8,428254,Camponotus rufoglaucus,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680061975/square.jpg
out_of_scope_ant,Colobopsis gasseri,colobopsis-gasseri,547966,n/a_fresh_row,5166b8b8-a97c-4259-8989-df2acd1c6200,680067287,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) Moses Fu, some rights reserved (CC BY-NC)",f3d7d2ece5c0770ef17707fea0e61faf6b68e01952cfc9f8dee352cdb5079675,54201,375,500,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,278,680067287,5166b8b8-a97c-4259-8989-df2acd1c6200,f3d7d2ece5c0770ef17707fea0e61faf6b68e01952cfc9f8dee352cdb5079675,547966,Colobopsis gasseri,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680067287/square.jpg
out_of_scope_ant,Camponotus rufoglaucus,camponotus-rufoglaucus,428254,n/a_fresh_row,bd3492fe-c6b9-4a36-b28b-f7280340e454,680074818,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) Krishnakumar S D, some rights reserved (CC BY-NC)",37c67ae64cacc386a3f174b95c6d957c8b0e09335d3f45305e27a5b0bfa8e324,151572,500,452,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,279,680074818,bd3492fe-c6b9-4a36-b28b-f7280340e454,37c67ae64cacc386a3f174b95c6d957c8b0e09335d3f45305e27a5b0bfa8e324,428254,Camponotus rufoglaucus,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680074818/square.jpg
out_of_scope_ant,Tetramorium tsushimae,tetramorium-tsushimae,319451,n/a_fresh_row,dbaa3e27-e7de-4815-acd4-0ba0eccf7c8a,680084385,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) L Steven, some rights reserved (CC BY-NC)",1ed42e8ae495d7fea701ec224904ecc9348ca6e0aaa1055d2f79d30ed8aa655e,187246,375,500,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,280,680084385,dbaa3e27-e7de-4815-acd4-0ba0eccf7c8a,1ed42e8ae495d7fea701ec224904ecc9348ca6e0aaa1055d2f79d30ed8aa655e,319451,Tetramorium tsushimae,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680084385/square.jpg
out_of_scope_ant,Liometopum sinense,liometopum-sinense,826650,n/a_fresh_row,741d96b2-4c04-4277-8e38-b316c57e76d6,680081405,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) Dawn_Land, some rights reserved (CC BY-NC)",a8a14133c107097fd2a7565af4ff53a9c0ba9855f94e8758594f31b9da46ea36,180483,385,500,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,281,680081405,741d96b2-4c04-4277-8e38-b316c57e76d6,a8a14133c107097fd2a7565af4ff53a9c0ba9855f94e8758594f31b9da46ea36,826650,Liometopum sinense,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680081405/square.jpg
out_of_scope_ant,Myrmecia piliventris,myrmecia-piliventris,522313,n/a_fresh_row,b798ecb9-9708-44d4-a678-6425913b83f7,680091858,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) cleanlymoss, some rights reserved (CC BY-NC)",77734bdac6a7c86073eaee4ffee0535acd9783fbf7441587306175d88a7632ed,157401,420,500,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,285,680091858,b798ecb9-9708-44d4-a678-6425913b83f7,77734bdac6a7c86073eaee4ffee0535acd9783fbf7441587306175d88a7632ed,522313,Myrmecia piliventris,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680091858/square.jpg
out_of_scope_ant,Iridomyrmex sanguineus,iridomyrmex-sanguineus,895464,n/a_fresh_row,e0577a1f-64e6-4def-b266-35a3640c9d64,680098775,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) flari0n, some rights reserved (CC BY-NC)",00cd345582dc13418437b61ffbf7b2954467de71c7b276497608f5a3093532b2,323904,375,500,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,287,680098775,e0577a1f-64e6-4def-b266-35a3640c9d64,00cd345582dc13418437b61ffbf7b2954467de71c7b276497608f5a3093532b2,895464,Iridomyrmex sanguineus,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680098775/square.jpg
out_of_scope_ant,Pheidole nodus,pheidole-nodus,1120421,n/a_fresh_row,b0fecddc-b471-43d0-aacc-380c3b45283d,680038400,local_copy_verified:data/calibration_v1,cc-by,"(c) Saryu Mae 前 朝琉, some rights reserved (CC BY)",8d51f53a02df32cda5478d9935b88660423e7edce6131cd56d8079499cef5701,217537,500,333,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,288,680038400,b0fecddc-b471-43d0-aacc-380c3b45283d,8d51f53a02df32cda5478d9935b88660423e7edce6131cd56d8079499cef5701,1120421,Pheidole nodus,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680038400/square.jpg
out_of_scope_ant,Crematogaster osakensis,crematogaster-osakensis,371698,n/a_fresh_row,7543fb28-d9cf-4fc6-935b-e8a4c4ec66c8,680039514,local_copy_verified:data/calibration_v1,cc-by,"(c) Saryu Mae 前 朝琉, some rights reserved (CC BY)",b48f0f9558135e3897b1cc06aac4b990aa101db7b93fdd681489a818f3c9eed4,148496,500,333,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,289,680039514,7543fb28-d9cf-4fc6-935b-e8a4c4ec66c8,b48f0f9558135e3897b1cc06aac4b990aa101db7b93fdd681489a818f3c9eed4,371698,Crematogaster osakensis,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680039514/square.jpg
out_of_scope_ant,Crematogaster osakensis,crematogaster-osakensis,371698,n/a_fresh_row,683c1df0-f253-49eb-b5ef-cc266942aee3,680040927,local_copy_verified:data/calibration_v1,cc-by,"(c) Saryu Mae 前 朝琉, some rights reserved (CC BY)",aa419d79f0c32310018d97c79d333acebd148d69f298d79fffb18e3078ddffe1,150239,500,333,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,290,680040927,683c1df0-f253-49eb-b5ef-cc266942aee3,aa419d79f0c32310018d97c79d333acebd148d69f298d79fffb18e3078ddffe1,371698,Crematogaster osakensis,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680040927/square.jpg
out_of_scope_ant,Crematogaster matsumurai,crematogaster-matsumurai,888523,n/a_fresh_row,090f3407-c7a3-4fbb-b104-1ae600567e51,680042832,local_copy_verified:data/calibration_v1,cc-by,"(c) Saryu Mae 前 朝琉, some rights reserved (CC BY)",458760b269885bac6bbe87146ddaf3852225e246747c3b35091494ce2b85e366,189253,500,333,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,291,680042832,090f3407-c7a3-4fbb-b104-1ae600567e51,458760b269885bac6bbe87146ddaf3852225e246747c3b35091494ce2b85e366,888523,Crematogaster matsumurai,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680042832/square.jpg
out_of_scope_ant,Colobopsis nipponica,colobopsis-nipponica,1045797,n/a_fresh_row,964bccc7-d836-4797-bda4-aacbced27e8a,680042846,local_copy_verified:data/calibration_v1,cc-by,"(c) Saryu Mae 前 朝琉, some rights reserved (CC BY)",f0c118d5a68679c4b0ee60bf80d4581e4be82ad5a68613131111aeba2c34de35,158088,500,333,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,292,680042846,964bccc7-d836-4797-bda4-aacbced27e8a,f0c118d5a68679c4b0ee60bf80d4581e4be82ad5a68613131111aeba2c34de35,1045797,Colobopsis nipponica,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680042846/square.jpg
out_of_scope_ant,Aphaenogaster famelica,aphaenogaster-famelica,372688,n/a_fresh_row,e8df06de-5875-41be-a5e3-d078cd16695b,680046621,local_copy_verified:data/calibration_v1,cc-by,"(c) Saryu Mae 前 朝琉, some rights reserved (CC BY)",6e8a332477399e595cefdf8e95b991f9f7db815d1646662ab485dafb1dab5085,169139,500,333,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,293,680046621,e8df06de-5875-41be-a5e3-d078cd16695b,6e8a332477399e595cefdf8e95b991f9f7db815d1646662ab485dafb1dab5085,372688,Aphaenogaster famelica,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680046621/square.jpg
out_of_scope_ant,Crematogaster rogenhoferi,crematogaster-rogenhoferi,733431,n/a_fresh_row,aee99ef9-d44e-44f1-8e02-5f90412f3d40,680106051,local_copy_verified:data/calibration_v1,cc-by,"(c) Kesava G., some rights reserved (CC BY)",4ef68bc6107c1c70fe560316eaca2e9b86d81b5c2b13fc3478db0a71c65fed94,225703,375,500,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,294,680106051,aee99ef9-d44e-44f1-8e02-5f90412f3d40,4ef68bc6107c1c70fe560316eaca2e9b86d81b5c2b13fc3478db0a71c65fed94,733431,Crematogaster rogenhoferi,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680106051/square.jpg
out_of_scope_ant,Camponotus vagus,camponotus-vagus,343182,n/a_fresh_row,c687d638-f400-4c86-a354-d04f843f6357,680107252,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) Ghigo Rossi - Aosta - Italy, some rights reserved (CC BY-NC)",2ddf3095f4ee7e327d1cb895e8bfc6a66a16958390e7bb130f972d53e55f0060,156022,500,332,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,295,680107252,c687d638-f400-4c86-a354-d04f843f6357,2ddf3095f4ee7e327d1cb895e8bfc6a66a16958390e7bb130f972d53e55f0060,343182,Camponotus vagus,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680107252/square.jpg
out_of_scope_ant,Liometopum microcephalum,liometopum-microcephalum,347541,n/a_fresh_row,a118bb3a-3304-4476-b2d2-7b5308a595b5,680104965,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) emanon, some rights reserved (CC BY-NC)",172c0147ce424253636d347a55aa66c5edf65770ee8627bd015ccaeb13905a53,266037,500,375,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,296,680104965,a118bb3a-3304-4476-b2d2-7b5308a595b5,172c0147ce424253636d347a55aa66c5edf65770ee8627bd015ccaeb13905a53,347541,Liometopum microcephalum,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680104965/square.jpg
out_of_scope_ant,Technomyrmex sophiae,technomyrmex-sophiae,1265952,n/a_fresh_row,b5a82bd8-5ed5-48a2-9ac2-26c54bcf3bdf,680536436,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) Peleg Kark, some rights reserved (CC BY-NC)",a5bf11f90d6b2ed9df372c89edcf4911b143d10e0420c66ff422006572bf37df,41483,375,500,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,297,680536436,b5a82bd8-5ed5-48a2-9ac2-26c54bcf3bdf,a5bf11f90d6b2ed9df372c89edcf4911b143d10e0420c66ff422006572bf37df,1265952,Technomyrmex sophiae,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680536436/square.jpg
out_of_scope_ant,Leptogenys elongata,leptogenys-elongata,446864,n/a_fresh_row,8973f72e-2db7-414c-8690-d97fba4a4654,680101896,local_copy_verified:data/calibration_v1,cc-by-nc,"(c) Caleb Helsel, some rights reserved (CC BY-NC)",19c717ef10346c788608ad757f8eb1c9b8e95b93563700886e2c413b42905be0,123297,375,500,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,298,680101896,8973f72e-2db7-414c-8690-d97fba4a4654,19c717ef10346c788608ad757f8eb1c9b8e95b93563700886e2c413b42905be0,446864,Leptogenys elongata,not_recorded_in_source,calibration_v1_reuse,local_copy_verified:data/calibration_v1,https://inaturalist-open-data.s3.amazonaws.com/photos/680101896/square.jpg
