species,slug,taxon_id,photo_id,source,lat,lon,split
Oecophylla smaragdina,oecophylla-smaragdina,117293,676381003,inat_api,-12.8651983333,132.8138483333,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676368882,inat_api,-12.8668833333,132.8126066667,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676936882,inat_api,10.8773539775,106.8056001887,val
Oecophylla smaragdina,oecophylla-smaragdina,117293,676374840,inat_api,-12.866485,132.8135216667,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676418257,inat_api,27.3939427849,95.6064967811,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676426403,inat_api,20.4245719722,79.4105834722,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676368551,inat_api,11.4414077847,77.7561273436,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676013182,inat_api,5.9848315997,116.0855006997,val
Oecophylla smaragdina,oecophylla-smaragdina,117293,676418498,inat_api,16.8673413206,103.7766744196,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675932332,inat_api,1.2869819,103.8247631,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676041569,inat_api,27.0800673423,88.6914252473,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676283207,inat_api,10.9270228055,106.6771641273,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675935934,inat_api,-12.660638,132.50589,val
Oecophylla smaragdina,oecophylla-smaragdina,117293,675856377,inat_api,22.337,92.745,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675825308,inat_api,-19.200324453,146.7547234606,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676832512,inat_api,20.26695,100.4068966667,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675796757,inat_api,8.5920897797,76.8768200162,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675782160,inat_api,4.7555227761,102.1117155618,val
Oecophylla smaragdina,oecophylla-smaragdina,117293,675798949,inat_api,8.5306572076,76.8338203869,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675832418,inat_api,-12.6500283333,132.5731083333,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675765610,inat_api,21.9292716667,101.255425,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675257069,inat_api,-12.4983962325,131.0390535376,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675736904,inat_api,-6.4961972222,106.6838226111,val
Oecophylla smaragdina,oecophylla-smaragdina,117293,675352268,inat_api,2.8568388938,101.6186799289,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,676252771,inat_api,-16.24197,145.432555,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675294536,inat_api,1.2922773133,103.8357960999,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675600542,inat_api,17.599782,81.717382,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675252515,inat_api,12.6514419,108.0233818,val
Oecophylla smaragdina,oecophylla-smaragdina,117293,675178934,inat_api,6.039715833,80.3285689191,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675164179,inat_api,-16.8006341667,125.8446294444,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675175562,inat_api,-16.902723,145.750463,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,675140407,inat_api,12.8298713221,77.8430618819,train
Oecophylla smaragdina,oecophylla-smaragdina,117293,674743785,inat_api,6.9321910874,79.8935153339,val
Oecophylla smaragdina,oecophylla-smaragdina,117293,674744625,inat_api,6.9321910874,79.8935153339,train
