species,slug,taxon_id,photo_id,source,lat,lon,split,common_name,photo_license,photo_attribution,observation_uuid,source_url,sha256,provenance_status
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677089583,inat_api,44.0917650027,-76.8563309699,train,Eastern Black Carpenter Ant,,,6a145b51-566d-4ba7-92f0-e8f917a9d455,,ac33216b1160887b59c69976dc8ad701f1fa74c8afd2dffc7536917374426e69,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677166364,inat_api,44.6726133333,-74.9805533333,train,Eastern Black Carpenter Ant,,,bb099f2c-787b-417b-ab2e-a687cfa3a49f,,9fc751e279531cf00a3390330aebb105775ddbb2962f2c1f68c4e4f5c0218df7,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677131582,inat_api,38.8885706447,-76.5526940162,train,Eastern Black Carpenter Ant,,,6dde2586-67e8-4394-9257-48ce05291b0b,,b4c8332e10c327ed295ed6c45ad925c96257ea0eb1e7770a3ac815ca4c10280c,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677096445,inat_api,40.5837472222,-86.6776694444,val,Eastern Black Carpenter Ant,,,e7808684-a5aa-462c-bcad-bc73040f0da6,,6cd8a56a16942af946ef4f9f6df08b6123d503de66093d8eb35cfaefdfea3a68,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677060820,inat_api,43.5049186752,-80.1846498162,train,Eastern Black Carpenter Ant,,,147e77a8-7d3d-405f-89bb-79eaff44b9a9,,b148e2f6b875a4ff96f6779390148b46343f871593eb7c26b6edae8200ffea01,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677052718,inat_api,44.334903,-78.316145,train,Eastern Black Carpenter Ant,,,0634bef9-a6f2-4c30-a9ed-f47df67eee32,,080bf0f445bd2520bad195f8a444e896432455316fbf18fee9fec94dc06953cb,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677086813,inat_api,43.7425765654,-79.8002644241,train,Eastern Black Carpenter Ant,,,93dbbdb2-2d65-43bd-a14d-b463bc3cc1d7,,4696df70036fd9a08ed9202a338c396d7b22e4ea0f38e21aeed993199cc9bc3b,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676911799,inat_api,43.7765061667,-79.1782806361,train,Eastern Black Carpenter Ant,,,975812a7-ead8-4b02-91ab-3bef5c3993ed,,9025a9f0e7540920aa4ef1d9118635d89559d14dec35587685ce5a2d0687ec01,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677125916,inat_api,45.5375416667,-73.1495583333,val,Eastern Black Carpenter Ant,,,92bcafc4-f69c-4f34-a71d-cbea3be53cd1,,16d6e4b38a024c9c771973424451909f71195737a615b5d696aa5613c4b34f06,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676920183,inat_api,43.7556638889,-79.3338777778,train,Eastern Black Carpenter Ant,,,1465a345-506b-416b-b0f0-908dc3f29209,,fb021903a0f43e5734a48e09165cf48d72f94fba1ce2167dcc21938318e5242d,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676902877,inat_api,41.3178583333,-85.5302883333,train,Eastern Black Carpenter Ant,,,1098f887-8a3c-44d4-9e2c-d00bad07eb7f,,a6ad9b3be350dc5a7f834a35e7b45f9e411fd3de3dd7e7907a0a42f3442e784c,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677083905,inat_api,40.0519222222,-75.2293638889,train,Eastern Black Carpenter Ant,,,54137392-cf64-4586-915b-49ad1cc52f39,,eed9303d77b64481d07be455f3a08dcb1ea7625d9a752691bf34fa56d8bfefbc,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,677189461,inat_api,43.4085265371,-79.75018513,train,Eastern Black Carpenter Ant,,,8ac09245-d0dc-43c1-b78c-21fcf2d14e69,,8a33fa4b65851b95f18524b6ad83e7106660c23572e78acbc33587cbe9d516b5,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676901324,inat_api,41.6191667696,-91.5490031038,val,Eastern Black Carpenter Ant,,,58f794bc-9504-4fdc-adf0-cda8ae31008e,,ff1c5560285a590e123843ebfbab29de314968e2c3481d8ba8515c2a596867c2,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676767245,inat_api,41.86525,-73.4335633333,train,Eastern Black Carpenter Ant,,,,,f02e337a59a23526583b0e2c56d28eb02d0b200c4634019a0028234a6d56fa88,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676800991,inat_api,41.4898048,-81.290156,train,Eastern Black Carpenter Ant,,,31f9f909-9ce8-4b68-87f6-cd65fba3bdb2,,a896b8eadbe538d3de4560436a649494fa5985308a3b5c4be043ba530dc0c0b3,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676731428,inat_api,40.2765383333,-74.9964366667,train,Eastern Black Carpenter Ant,,,ebbbb564-55eb-4269-b5fd-7d9ab4479c42,,4ca1c4b1c6cdb182cac3732d4104ff304a5cd697b9a7e07f2686e2efb7424073,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676912639,inat_api,33.7803333333,-84.402855,train,Eastern Black Carpenter Ant,,,3525ff97-8eb2-4691-8197-b170121379fb,,75d61dd87f2770b3bb0a40d8579b0f2f32f146bc70598837bcbe636bc61286e2,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676721194,inat_api,33.7761080722,-84.4021538063,val,Eastern Black Carpenter Ant,,,2f6c499b-99dc-4e46-9015-614d4715d615,,7d85253915c8a43bc0e80573b7eba69f5140a01bfb05191fd7ce8dcaaa5325cf,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676717054,inat_api,43.0774305,-87.981095,train,Eastern Black Carpenter Ant,,,fd7b8671-0dfd-4f2e-85ce-615f205e3906,,9e105bdc1ea74996b53f2035499bdc9d905ae204affd08cd8b7d02387e3bba8b,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676329245,inat_api,41.3362897436,-81.4622296612,train,Eastern Black Carpenter Ant,,,a5087f91-70ba-4bfb-8682-2e95bb297932,,59ee0622e62488fba34a56b3be1db0afa7f1bd7f0aecc87c705e9939da812573,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676763252,inat_api,39.9001554687,-76.7193092956,train,Eastern Black Carpenter Ant,,,50c737fa-a841-4e7f-a0aa-210aff5cfe07,,e85d35c0c3c41308389c32169793e05056e06bc8ea4407637616517c8b80cc61,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676485467,inat_api,41.5592083333,-90.537025,train,Eastern Black Carpenter Ant,,,b7a59f6e-ab95-49b2-a2ca-197946091aa4,,178d37eab522abca59dc86c126e2048a81150f7869ec3b081f52facc5e6edea5,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676755271,inat_api,41.74818246,-88.0798995832,val,Eastern Black Carpenter Ant,,,8e3c0591-ac4c-485b-bfc1-300fbba18820,,706165ecc1cf4a8fd1c32c0aeea17874df5ab9a5bfcec6514dd3d2e6a582cb7b,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676762078,inat_api,40.4054735911,-80.1925360979,train,Eastern Black Carpenter Ant,,,521fa73d-01fb-49e2-a154-03b4d2ed0298,,779ee8d72fb42cde7cf8aaebf4eadb3cf447c888ec47a00da92b04a0fddaace8,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676220345,inat_api,41.3572799446,-70.7074901462,train,Eastern Black Carpenter Ant,,,ec039760-8c6c-409e-8abb-c73916aec4c5,,6bc125e577e7fbc3fc2a3a86b5be6a9936781262d5b87055f2104f23fc598e8d,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676129395,inat_api,39.5558347,-89.2670291,train,Eastern Black Carpenter Ant,,,788640cf-80d3-40a3-bdef-1a57e7b8676d,,42068d3412d0dc87a247eef8c22c23058c1725d31261100a28bbd129af6e36b1,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676225013,inat_api,41.6531957997,-71.2680399997,train,Eastern Black Carpenter Ant,,,9b1c4bf0-e041-4c9f-9516-a3f1aadea32e,,7579eabdf2b9e3cea22aec4d70c22c877c125a4a085978371f954535e862eaa4,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676658987,inat_api,43.185375,-71.7624883333,val,Eastern Black Carpenter Ant,,,346c3fec-9ad9-499c-8969-db7188bc2ac7,,d882f1e5290afd71c310083c9e1b9c2a1c9a042ade182461ee2d17a1c1ca9c6d,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676160686,inat_api,39.7391549538,-84.011027324,train,Eastern Black Carpenter Ant,,,a2c6fd8e-e221-48a7-ace2-8b59e55c9415,,eaf62de8f05d7f52281ff783740dda0fad6d5bd2352cf3c68dd4b2d4d4e081f2,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676100979,inat_api,36.223834959,-95.9037014795,train,Eastern Black Carpenter Ant,,,99ebdb9b-43fa-406e-a12d-6dd7a72ae9f0,,2ef73d643ae314c5c7c4f84a3297956c732fa22134215b4ed30080dcc75c6876,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676120020,inat_api,40.4314820679,-79.9070010334,train,Eastern Black Carpenter Ant,,,225625e5-1c18-48e7-9cd8-fd0f762aa5a6,,6d3bf56b1b297db218fcd4c2a5ef3df3cdc756b861d53330b061003afb19ce7d,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676049913,inat_api,41.4817308142,-70.6023500386,train,Eastern Black Carpenter Ant,,,d7071027-ccb7-4765-9119-eb34b9e9d89d,,edcdcec7039b9d7d83838524a81589c0f249c485357b4732ee94dde0bde079d5,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676127611,inat_api,46.0589710087,-64.7943434492,val,Eastern Black Carpenter Ant,,,3fd2ea5b-baa2-4d7f-b86d-d2cddbbc6f13,,447a757cfc789b5d4991e21ed4ece5f044f9e16d2e6585fb2f8a73790fc4474c,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676322492,inat_api,44.5045045,-96.5329449997,train,Eastern Black Carpenter Ant,,,0d8e41e5-3c77-4751-9c0d-4806795098a5,,6595bd4111c90c0e2e20e08371643902fc3a4f1715e260c3a7b03cf2135dd5d0,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676030736,inat_api,39.9850083333,-75.2627633333,train,Eastern Black Carpenter Ant,,,42b35156-5956-4a0f-80da-1918eac1d063,,4751bdcd7be22fdee12c61fbf4f927c3585cd54709182880d3362676ad70f333,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676021205,inat_api,41.2354631052,-75.8106868342,train,Eastern Black Carpenter Ant,,,186c5f72-d7a8-44f6-a742-e9cd6d1b4bc5,,d0c7a97c7e4cee85681d1c5217e1b902250cbcf43e84848f83267c40a6e4310e,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676009115,inat_api,39.6646361111,-77.5335166667,train,Eastern Black Carpenter Ant,,,5d090ea1-352c-43a8-a0c9-fa3373be9538,,802f05f3b01fcff135c047e530433e5482cfbfab59587623bfa3c42ade558699,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675948152,inat_api,41.4383555556,-82.0515861111,val,Eastern Black Carpenter Ant,,,50582ed3-769c-4a2b-a65c-2b658344e972,,49285d70d04bd83b8d872c8af61b43bf2f960e96cc429125994a9bb447fe3feb,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675954422,inat_api,41.3065624718,-81.5521772767,train,Eastern Black Carpenter Ant,,,32016510-5b1e-400a-8bd4-2c571a53e6d6,,55bf6931381e2146a351f9b16a6a1100ac20ade0f8af0590fc594bff5449ad05,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675802767,inat_api,42.9340277801,-88.4704417979,train,Eastern Black Carpenter Ant,,,72faa8b4-f251-4d51-a98e-ac63298d82a3,,a641f84044b552f7890e8899a2d191b2ea53d1f57915666d13b7f5ff9a22b572,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675827997,inat_api,43.0348268922,-88.3904687587,train,Eastern Black Carpenter Ant,,,48630b5a-f074-442f-bffb-cb23b49a6c7b,,ad100526b8ca39999049bf01ef286afe61a08482b14f11e70c1254a0cbee98ab,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675802730,inat_api,43.0023986241,-88.2497674212,train,Eastern Black Carpenter Ant,,,81de70f0-4f8b-4fff-b6b6-804c3e396d2c,,2406002f27346a9ec22c1641376e2e4aba24e929d0df82f63c50eab8e294ed52,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675860602,inat_api,45.5366668512,-73.6000638479,val,Eastern Black Carpenter Ant,,,bbecaedc-afa2-48cf-98b7-190c1222ca7d,,a23550f0d744c4af97f449fd6401aa83730baf301fda203480900f78efc3a29f,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675793042,inat_api,35.6434166172,-78.6825681309,train,Eastern Black Carpenter Ant,,,9c396444-127d-4d73-84ad-ac9cb1629e38,,b0557fb7319c889fddf3b375de55c33f6e81b9d8a372e6b5e8f2366d0524edbf,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676077336,inat_api,42.7650258903,-87.8261193233,train,Eastern Black Carpenter Ant,,,2beae20d-c774-4081-b0fd-d3a0cb44eb28,,336865049a1b6709d41f62e50eb510d827818ff7b644c2cbb9ab44bf9ad41be2,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676023408,inat_api,43.7207518237,-79.4617162281,train,Eastern Black Carpenter Ant,,,16467ec1-cb1a-4b4a-a883-b83a7c240461,,3b03cee5637bde9f3d1369419153c6a2c96f5d5257322c8a8b16f029558f169a,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675750835,inat_api,42.9622244186,-78.8560673768,train,Eastern Black Carpenter Ant,,,49d8b579-e5a2-4588-99b4-a3a1ad9fafa0,,b5377cea4c856c6f4da6c68290349af7d47513f8b1639199f664e223258e2d4c,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675708724,inat_api,41.0711694777,-81.448552385,val,Eastern Black Carpenter Ant,,,a610f4c2-5247-4ee4-915a-15e5b4b72084,,fb8f017fe891f5ba662bbd153f98bd0e45ff3fbff50fd688778688035723dcc7,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675732316,inat_api,39.402723,-84.5852005997,train,Eastern Black Carpenter Ant,,,5748eb3c-a0d9-4c26-ae94-bc79d835cd7c,,082c5329372994938ff1137ca746d6287c99d5c1e92c204a535ec33944adaa60,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,676159825,inat_api,41.175149862,-85.1353272445,train,Eastern Black Carpenter Ant,,,d7257e04-c95b-4418-bc0e-50f28c20b6ea,,4b587c23ee12ec09b2a71cf65eeb5c25fa1142aeba931115c2b98436a35c1eaa,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675666340,inat_api,39.2905023,-76.6104072,train,Eastern Black Carpenter Ant,,,d74c1bc6-befd-4843-b8b4-edb8ab7d1dae,,80d7bd51330f43264dc47707794a7c631df2f4993f930881b6aa094c85fa7483,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675696477,inat_api,44.0706385873,-92.1015852704,train,Eastern Black Carpenter Ant,,,7733a853-46c0-42a0-8763-5421b2077eef,,03e5fbc047afe358af3172e3dea60596eee0e07da3cf99ded78e33b10c2b22aa,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675740853,inat_api,43.026693808,-81.2307550013,val,Eastern Black Carpenter Ant,,,10b1d772-a014-45ba-889f-f6e4499686c8,,c9052e4e05c6b501bf70e247e675071b30a97e5bc5cc61d790e85c07700c9934,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675698657,inat_api,33.776097768,-84.3232879323,train,Eastern Black Carpenter Ant,,,a753c215-f468-4c90-9276-e8955c2a9ef0,,0629c514ca14048fad9f150316bebcf3d2a41fb66b7aa1eff2d7e3fab3a6e664,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675718040,inat_api,37.0267195,-88.674125,train,Eastern Black Carpenter Ant,,,05d1c70b-9d07-434a-b58c-c9e624e25dd7,,d751720456406b736740d8c17a99d9f845eaa4a0d2f8597fc1d2ce6b6363a269,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675590296,inat_api,38.74147,-94.52375,train,Eastern Black Carpenter Ant,,,c8c60443-4048-449f-8b05-8a3561beb609,,510e1613e9af35df949394574523a1e9fd4e9de8458f4ff6ae2f7cc7efdf07a0,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675593064,inat_api,43.0361814415,-73.7987401731,train,Eastern Black Carpenter Ant,,,a29e613b-08bb-470b-ae58-5ed7e061ce21,,f01deb858288005c4dcd4d3811d58ffe62cf7ba33c4fa3d60dc82f540315d5d7,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675582789,inat_api,38.8689175217,-90.1817894448,val,Eastern Black Carpenter Ant,,,76e6eb45-caa8-41cc-adb5-ba454d17b829,,6fc04358473f9f53405d41e2c8b182f344aa457b78a52771647992e326966b8a,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675594873,inat_api,40.0084916667,-82.9885416667,train,Eastern Black Carpenter Ant,,,38a35b5f-cbc0-4eaf-a768-5dbca51982a0,,ab7acb424919a19e6412e883495116847aa6b62a60b85cc3bab4f7dadc498959,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675663390,inat_api,37.5975333333,-77.472105,train,Eastern Black Carpenter Ant,,,7ffc2dd4-9cca-48b0-9d2b-1645d37f45a2,,1cfa870e22200a8138420e1c672fc30619a0ea78ad38938e329841d68734d5bc,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675645135,inat_api,43.5377728159,-80.2137119188,train,Eastern Black Carpenter Ant,,,64ac6165-1046-43f4-8763-df4dca1ec900,,97fc97ff811016719edae95eb688772997f16449c5ba661c00a0556e17c92c40,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675574639,inat_api,45.5484166667,-73.59662,train,Eastern Black Carpenter Ant,,,4f64eeed-81c3-4c60-a1b9-03df33dcfd81,,867081bf3693dda672be912d68107de361d0bdda46c4b8b0bba8e94fe34d1634,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675629829,inat_api,39.72723,-104.9274883333,val,Eastern Black Carpenter Ant,,,7a75acff-2120-46bf-b677-65ba365669f6,,b1e3e41fe4ed44c9293df1a7a0c6bc39007a93f389227605ec095bddc87789b2,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675532783,inat_api,33.1676990226,-86.8115522767,train,Eastern Black Carpenter Ant,,,58f12215-0bba-4f23-bc08-c4f8643d44dd,,3107e1f350787501a3695596f89347afff4213b7fbd81affdb489fc45f972fc3,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675573668,inat_api,44.8926116667,-93.5102166667,train,Eastern Black Carpenter Ant,,,8f06cac7-f295-42e7-91ac-f08e8d54f1e0,,bb6b6266c693452141baf5cfad6faa459209cbbbf8d9a9e9c214bc7d081de6ab,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675490816,inat_api,40.2371883333,-77.2799833333,train,Eastern Black Carpenter Ant,,,fdd2f121-1a5d-42ef-a9d5-3fb4e3515c88,,fb34874ca3c776581f3661840d5b5a0edd0599be743eb252c9fa9d316810f478,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675499298,inat_api,42.4588694444,-76.493175,train,Eastern Black Carpenter Ant,,,9efa2070-a189-4fd3-b14c-d2a1ab74ff9f,,5995cbae7c9da818bdedfa3a6e72a5d84e9e2e90ef1f80790129ae12ec987b9b,legacy_partial
Camponotus pennsylvanicus,camponotus-pennsylvanicus,129902,675588125,inat_api,29.583125,-95.1003583333,val,Eastern Black Carpenter Ant,,,0b343fcf-c190-416d-8597-69de1e9adf29,,b6050fc6712f326928cd59505324587802a12da2bed09ebb1d661da49b817f4a,legacy_partial
