category,intended_dataset,selection_status,species,slug,taxon_id,observation_id,observation_uuid,photo_id,source_url,sha256,created_at,photo_license,photo_attribution,lat,lon,provenance_source,origin_dataset,origin_csv_sha256,origin_row_number,origin_photo_id,origin_observation_uuid,origin_sha256,reuse_eligibility_reason,rejection_reason,source_taxon_id,source_taxon_name,source_taxon_rank
out_of_scope_ant,calibration_v2,reused,Camponotus consobrinus,camponotus-consobrinus,201978,,2e11a29d-3ed7-41e3-9629-2dcc2a3c0951,679918901,https://inaturalist-open-data.s3.amazonaws.com/photos/679918901/square.jpg,6f84878ea2d5071d46f24abf4e9157766c077300d83f5dc0a7f7634f167c4352,2026-06-16T08:01:15+10:00,cc-by-nc,"(c) Graham Armstrong, some rights reserved (CC BY-NC)",-27.1465356213,149.6069378033,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,267,679918901,2e11a29d-3ed7-41e3-9629-2dcc2a3c0951,6f84878ea2d5071d46f24abf4e9157766c077300d83f5dc0a7f7634f167c4352,verified_by_sha256,,201978,Camponotus consobrinus,
out_of_scope_ant,calibration_v2,ineligible,Camponotus vagus,camponotus-vagus,343182,,740bb67c-9cb5-424a-9262-d2e1f2028631,679924940,https://static.inaturalist.org/photos/679924940/square.jpg,5ca57e6d899935f2aad1736f1b5bfc6db5448fd07c03695e7972dcbf2812281b,2026-06-16T00:12:56+02:00,,"(c) Oldřich Nedvěd, all rights reserved",48.782747,16.8243204997,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,268,679924940,740bb67c-9cb5-424a-9262-d2e1f2028631,5ca57e6d899935f2aad1736f1b5bfc6db5448fd07c03695e7972dcbf2812281b,,license_blank,343182,Camponotus vagus,
out_of_scope_ant,calibration_v2,ineligible,Myrmecia nigrocincta,myrmecia-nigrocincta,201972,,dfa85912-3cbb-4e61-a940-2285e1d3d3ca,679946355,https://static.inaturalist.org/photos/679946355/square.jpg,e58b523298b6588febc4238c8758ceb05f4193e61c9f5572b3d92b0d4785a190,2026-06-16T08:54:09+10:00,,"(c) Patrick Strötzel, all rights reserved",-28.6066955757,153.5654331434,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,269,679946355,dfa85912-3cbb-4e61-a940-2285e1d3d3ca,e58b523298b6588febc4238c8758ceb05f4193e61c9f5572b3d92b0d4785a190,,license_blank,201972,Myrmecia nigrocincta,
out_of_scope_ant,calibration_v2,reused,Temnothorax unifasciatus,temnothorax-unifasciatus,347484,,5259523f-1daa-4b58-83f0-f109a84d41ae,679938679,https://inaturalist-open-data.s3.amazonaws.com/photos/679938679/square.jpg,da1befdf4c2875bb7ebad4075885aa9705b4f3927202b46153ba418505404d25,2026-06-16T02:04:27+03:00,cc-by,"(c) Oleksii Vasyliuk, some rights reserved (CC BY)",46.2656065997,29.3902383,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,270,679938679,5259523f-1daa-4b58-83f0-f109a84d41ae,da1befdf4c2875bb7ebad4075885aa9705b4f3927202b46153ba418505404d25,verified_by_sha256,,347484,Temnothorax unifasciatus,
out_of_scope_ant,calibration_v2,reused,Temnothorax interruptus,temnothorax-interruptus,347498,,6618bc32-609c-41c2-8bbc-1019ad339446,679957247,https://inaturalist-open-data.s3.amazonaws.com/photos/679957247/square.jpg,ff4dca1dc3b69a39d3f36559c31882bb48ffddf52e77eda2c9d48c1901db6830,2026-06-16T01:18:27+02:00,cc-by-nc,"(c) Martin Vukušić, some rights reserved (CC BY-NC)",49.0269166667,11.921095,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,271,679957247,6618bc32-609c-41c2-8bbc-1019ad339446,ff4dca1dc3b69a39d3f36559c31882bb48ffddf52e77eda2c9d48c1901db6830,verified_by_sha256,,347498,Temnothorax interruptus,
out_of_scope_ant,calibration_v2,reused,Tetramorium tsushimae,tetramorium-tsushimae,319451,,6b2d59fc-16be-4009-a4a9-26b3fe759df1,679960600,https://inaturalist-open-data.s3.amazonaws.com/photos/679960600/square.jpg,7f32f2a398ac275cc5cdcd040abe429b21d07ca4b099e03f323535617291c8dd,2026-06-16T08:24:44+09:00,cc-by-nc,"(c) Hyeonji Moon, some rights reserved (CC BY-NC)",37.6312888,127.0271455997,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,272,679960600,6b2d59fc-16be-4009-a4a9-26b3fe759df1,7f32f2a398ac275cc5cdcd040abe429b21d07ca4b099e03f323535617291c8dd,verified_by_sha256,,319451,Tetramorium tsushimae,
out_of_scope_ant,calibration_v2,reused,Camponotus angusticollis,camponotus-angusticollis,490630,,5bbd3621-987e-4371-a54d-59c28f6e72ba,679975856,https://inaturalist-open-data.s3.amazonaws.com/photos/679975856/square.jpg,d569c0880ba87fd2285b66d0ef82dbc9d656e212b76cadf11660cbc6a90b33c4,2026-06-16T05:24:41+05:30,cc-by-nc,"(c) Bijoy Venugopal, some rights reserved (CC BY-NC)",15.4113458496,74.1997817225,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,273,679975856,5bbd3621-987e-4371-a54d-59c28f6e72ba,d569c0880ba87fd2285b66d0ef82dbc9d656e212b76cadf11660cbc6a90b33c4,verified_by_sha256,,490630,Camponotus angusticollis,
out_of_scope_ant,calibration_v2,reused,Camponotus piceus,camponotus-piceus,347442,,7866b425-2b57-458e-96aa-7af4935e7305,679983288,https://inaturalist-open-data.s3.amazonaws.com/photos/679983288/square.jpg,81ca199549b1681214fc75ef6de7b73fb20dfc813127a2f10fe4cb7d0301cbb1,2026-06-16T01:33:58+01:00,cc-by-nc,"(c) hazerider, some rights reserved (CC BY-NC)",38.8810094135,-9.2984241659,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,274,679983288,7866b425-2b57-458e-96aa-7af4935e7305,81ca199549b1681214fc75ef6de7b73fb20dfc813127a2f10fe4cb7d0301cbb1,verified_by_sha256,,347442,Camponotus piceus,
out_of_scope_ant,calibration_v2,ineligible,Camponotus suffusus,camponotus-suffusus,607146,,075abd7a-7491-4bd0-806d-330466b452e9,680011275,https://inaturalist-open-data.s3.amazonaws.com/photos/680011275/square.jpg,66ebf00ce5a9c1039485ef7b3fae692b8a17dac17e30fb702e027984f6ff834d,2026-06-16T11:10:42+10:00,cc-by-nc-nd,"(c) philip Green, some rights reserved (CC BY-NC-ND)",-36.0159542997,147.0102272,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,275,680011275,075abd7a-7491-4bd0-806d-330466b452e9,66ebf00ce5a9c1039485ef7b3fae692b8a17dac17e30fb702e027984f6ff834d,,license_not_approved,607146,Camponotus suffusus,
out_of_scope_ant,calibration_v2,ineligible,Camponotus aeneopilosus,camponotus-aeneopilosus,201982,,f1695609-ba14-4e15-a735-0e64fca9a5a1,680010927,https://inaturalist-open-data.s3.amazonaws.com/photos/680010927/square.jpg,168f57831de5122c52c2c6ef7fa33d4517a5f7d2519c718ec00719bb1aa760a5,2026-06-16T11:11:06+10:00,cc-by-nc-nd,"(c) philip Green, some rights reserved (CC BY-NC-ND)",-36.0159534,147.0102267,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,276,680010927,f1695609-ba14-4e15-a735-0e64fca9a5a1,168f57831de5122c52c2c6ef7fa33d4517a5f7d2519c718ec00719bb1aa760a5,,license_not_approved,201982,Camponotus aeneopilosus,
out_of_scope_ant,calibration_v2,reused,Camponotus rufoglaucus,camponotus-rufoglaucus,428254,,2a46194c-5369-415e-9260-1236a392d2ef,680061975,https://inaturalist-open-data.s3.amazonaws.com/photos/680061975/square.jpg,21ee240263fe0964c3953c009f47de5b3985d290cb8740a3e5a9cc8c268790a8,2026-06-16T08:28:48+05:30,cc-by,"(c) Aparna, some rights reserved (CC BY)",13.1710588726,80.3214582696,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,277,680061975,2a46194c-5369-415e-9260-1236a392d2ef,21ee240263fe0964c3953c009f47de5b3985d290cb8740a3e5a9cc8c268790a8,verified_by_sha256,,428254,Camponotus rufoglaucus,
out_of_scope_ant,calibration_v2,reused,Colobopsis gasseri,colobopsis-gasseri,547966,,5166b8b8-a97c-4259-8989-df2acd1c6200,680067287,https://inaturalist-open-data.s3.amazonaws.com/photos/680067287/square.jpg,f3d7d2ece5c0770ef17707fea0e61faf6b68e01952cfc9f8dee352cdb5079675,2026-06-16T13:16:09+10:00,cc-by-nc,"(c) Moses Fu, some rights reserved (CC BY-NC)",-27.4999533333,153.01123055,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,278,680067287,5166b8b8-a97c-4259-8989-df2acd1c6200,f3d7d2ece5c0770ef17707fea0e61faf6b68e01952cfc9f8dee352cdb5079675,verified_by_sha256,,547966,Colobopsis gasseri,
out_of_scope_ant,calibration_v2,reused,Camponotus rufoglaucus,camponotus-rufoglaucus,428254,,bd3492fe-c6b9-4a36-b28b-f7280340e454,680074818,https://inaturalist-open-data.s3.amazonaws.com/photos/680074818/square.jpg,37c67ae64cacc386a3f174b95c6d957c8b0e09335d3f45305e27a5b0bfa8e324,2026-06-16T09:05:32+05:30,cc-by-nc,"(c) Krishnakumar S D, some rights reserved (CC BY-NC)",11.4290776406,77.64012378,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,279,680074818,bd3492fe-c6b9-4a36-b28b-f7280340e454,37c67ae64cacc386a3f174b95c6d957c8b0e09335d3f45305e27a5b0bfa8e324,verified_by_sha256,,428254,Camponotus rufoglaucus,
out_of_scope_ant,calibration_v2,reused,Tetramorium tsushimae,tetramorium-tsushimae,319451,,dbaa3e27-e7de-4815-acd4-0ba0eccf7c8a,680084385,https://inaturalist-open-data.s3.amazonaws.com/photos/680084385/square.jpg,1ed42e8ae495d7fea701ec224904ecc9348ca6e0aaa1055d2f79d30ed8aa655e,2026-06-16T11:48:12+08:00,cc-by-nc,"(c) L Steven, some rights reserved (CC BY-NC)",32.1582744403,119.4994037971,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,280,680084385,dbaa3e27-e7de-4815-acd4-0ba0eccf7c8a,1ed42e8ae495d7fea701ec224904ecc9348ca6e0aaa1055d2f79d30ed8aa655e,verified_by_sha256,,319451,Tetramorium tsushimae,
out_of_scope_ant,calibration_v2,reused,Liometopum sinense,liometopum-sinense,826650,,741d96b2-4c04-4277-8e38-b316c57e76d6,680081405,https://inaturalist-open-data.s3.amazonaws.com/photos/680081405/square.jpg,a8a14133c107097fd2a7565af4ff53a9c0ba9855f94e8758594f31b9da46ea36,2026-06-16T11:52:57+08:00,cc-by-nc,"(c) Dawn_Land, some rights reserved (CC BY-NC)",30.2333111111,120.0898222222,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,281,680081405,741d96b2-4c04-4277-8e38-b316c57e76d6,a8a14133c107097fd2a7565af4ff53a9c0ba9855f94e8758594f31b9da46ea36,verified_by_sha256,,826650,Liometopum sinense,
out_of_scope_ant,calibration_v2,ineligible,Camponotus molossus,camponotus-molossus,901276,,b2151419-a0ef-4fb7-9dab-9defb97486d9,680084491,https://static.inaturalist.org/photos/680084491/square.jpg,45c6b39db592cb33da3567ab2536305bc1f9c0c8560807cdfe63e02f5ee78e13,2026-06-16T12:00:34+08:00,,"(c) Christopher Smith, all rights reserved",-31.8715133333,116.0420388333,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,283,680084491,b2151419-a0ef-4fb7-9dab-9defb97486d9,45c6b39db592cb33da3567ab2536305bc1f9c0c8560807cdfe63e02f5ee78e13,,license_blank,901276,Camponotus molossus,
out_of_scope_ant,calibration_v2,ineligible,Camponotus molossus,camponotus-molossus,901276,,a283ddc2-5811-4a1e-b3b1-2d6921b66c66,680085628,https://static.inaturalist.org/photos/680085628/square.jpg,eb1c0f7cbd7b69c186f1bd209c0af9dba3651e52317f8d459124a83dcf4e2ff4,2026-06-16T12:03:59+08:00,,"(c) Christopher Smith, all rights reserved",-31.8716366667,116.0433278333,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,284,680085628,a283ddc2-5811-4a1e-b3b1-2d6921b66c66,eb1c0f7cbd7b69c186f1bd209c0af9dba3651e52317f8d459124a83dcf4e2ff4,,license_blank,901276,Camponotus molossus,
out_of_scope_ant,calibration_v2,reused,Myrmecia piliventris,myrmecia-piliventris,522313,,b798ecb9-9708-44d4-a678-6425913b83f7,680091858,https://inaturalist-open-data.s3.amazonaws.com/photos/680091858/square.jpg,77734bdac6a7c86073eaee4ffee0535acd9783fbf7441587306175d88a7632ed,2026-06-16T14:23:28+10:00,cc-by-nc,"(c) cleanlymoss, some rights reserved (CC BY-NC)",-30.5734375619,151.7210623249,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,285,680091858,b798ecb9-9708-44d4-a678-6425913b83f7,77734bdac6a7c86073eaee4ffee0535acd9783fbf7441587306175d88a7632ed,verified_by_sha256,,522313,Myrmecia piliventris,
out_of_scope_ant,calibration_v2,reused,Iridomyrmex sanguineus,iridomyrmex-sanguineus,895464,,e0577a1f-64e6-4def-b266-35a3640c9d64,680098775,https://inaturalist-open-data.s3.amazonaws.com/photos/680098775/square.jpg,00cd345582dc13418437b61ffbf7b2954467de71c7b276497608f5a3093532b2,2026-06-16T14:44:06+10:00,cc-by-nc,"(c) flari0n, some rights reserved (CC BY-NC)",-15.6480533333,144.50885,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,287,680098775,e0577a1f-64e6-4def-b266-35a3640c9d64,00cd345582dc13418437b61ffbf7b2954467de71c7b276497608f5a3093532b2,verified_by_sha256,,895464,Iridomyrmex sanguineus,
out_of_scope_ant,calibration_v2,reused,Pheidole nodus,pheidole-nodus,1120421,,b0fecddc-b471-43d0-aacc-380c3b45283d,680038400,https://inaturalist-open-data.s3.amazonaws.com/photos/680038400/square.jpg,8d51f53a02df32cda5478d9935b88660423e7edce6131cd56d8079499cef5701,2026-06-16T13:50:26+09:00,cc-by,"(c) Saryu Mae 前 朝琉, some rights reserved (CC BY)",35.015538,138.426295,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,288,680038400,b0fecddc-b471-43d0-aacc-380c3b45283d,8d51f53a02df32cda5478d9935b88660423e7edce6131cd56d8079499cef5701,verified_by_sha256,,1120421,Pheidole nodus,
out_of_scope_ant,calibration_v2,reused,Crematogaster osakensis,crematogaster-osakensis,371698,,7543fb28-d9cf-4fc6-935b-e8a4c4ec66c8,680039514,https://inaturalist-open-data.s3.amazonaws.com/photos/680039514/square.jpg,b48f0f9558135e3897b1cc06aac4b990aa101db7b93fdd681489a818f3c9eed4,2026-06-16T13:50:40+09:00,cc-by,"(c) Saryu Mae 前 朝琉, some rights reserved (CC BY)",35.015707,138.426703,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,289,680039514,7543fb28-d9cf-4fc6-935b-e8a4c4ec66c8,b48f0f9558135e3897b1cc06aac4b990aa101db7b93fdd681489a818f3c9eed4,verified_by_sha256,,371698,Crematogaster osakensis,
out_of_scope_ant,calibration_v2,reused,Crematogaster osakensis,crematogaster-osakensis,371698,,683c1df0-f253-49eb-b5ef-cc266942aee3,680040927,https://inaturalist-open-data.s3.amazonaws.com/photos/680040927/square.jpg,aa419d79f0c32310018d97c79d333acebd148d69f298d79fffb18e3078ddffe1,2026-06-16T13:50:58+09:00,cc-by,"(c) Saryu Mae 前 朝琉, some rights reserved (CC BY)",35.016693,138.42822,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,290,680040927,683c1df0-f253-49eb-b5ef-cc266942aee3,aa419d79f0c32310018d97c79d333acebd148d69f298d79fffb18e3078ddffe1,verified_by_sha256,,371698,Crematogaster osakensis,
out_of_scope_ant,calibration_v2,reused,Crematogaster matsumurai,crematogaster-matsumurai,888523,,090f3407-c7a3-4fbb-b104-1ae600567e51,680042832,https://inaturalist-open-data.s3.amazonaws.com/photos/680042832/square.jpg,458760b269885bac6bbe87146ddaf3852225e246747c3b35091494ce2b85e366,2026-06-16T13:52:10+09:00,cc-by,"(c) Saryu Mae 前 朝琉, some rights reserved (CC BY)",35.02305,138.431535,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,291,680042832,090f3407-c7a3-4fbb-b104-1ae600567e51,458760b269885bac6bbe87146ddaf3852225e246747c3b35091494ce2b85e366,verified_by_sha256,,888523,Crematogaster matsumurai,
out_of_scope_ant,calibration_v2,reused,Colobopsis nipponica,colobopsis-nipponica,1045797,,964bccc7-d836-4797-bda4-aacbced27e8a,680042846,https://inaturalist-open-data.s3.amazonaws.com/photos/680042846/square.jpg,f0c118d5a68679c4b0ee60bf80d4581e4be82ad5a68613131111aeba2c34de35,2026-06-16T13:52:10+09:00,cc-by,"(c) Saryu Mae 前 朝琉, some rights reserved (CC BY)",35.023052,138.431525,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,292,680042846,964bccc7-d836-4797-bda4-aacbced27e8a,f0c118d5a68679c4b0ee60bf80d4581e4be82ad5a68613131111aeba2c34de35,verified_by_sha256,,1045797,Colobopsis nipponica,
out_of_scope_ant,calibration_v2,reused,Aphaenogaster famelica,aphaenogaster-famelica,372688,,e8df06de-5875-41be-a5e3-d078cd16695b,680046621,https://inaturalist-open-data.s3.amazonaws.com/photos/680046621/square.jpg,6e8a332477399e595cefdf8e95b991f9f7db815d1646662ab485dafb1dab5085,2026-06-16T13:53:42+09:00,cc-by,"(c) Saryu Mae 前 朝琉, some rights reserved (CC BY)",35.0240932925,138.4276929175,calibration_v1_reuse,calibration_v1,83a80351f8ac65e89ea6124ac7de6d2cb6a3c68efc1f33eb3ecc2eca8c5f63c0,293,680046621,e8df06de-5875-41be-a5e3-d078cd16695b,6e8a332477399e595cefdf8e95b991f9f7db815d1646662ab485dafb1dab5085,verified_by_sha256,,372688,Aphaenogaster famelica,
